FileName,Rekognition_words
2020-05-31_16-27-07_UTC_2.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Race Car', 'Tarmac', 'Asphalt', 'Coupe', 'Tire']"
2020-06-07_16-25-09_UTC.jpg.json,"['Sports Car', 'Car', 'Vehicle', 'Transportation', 'Race Car', 'Tire', 'Spoke', 'Wheel', 'Alloy Wheel', 'Tarmac']"
2020-06-10_16-25-23_UTC.jpg.json,"['Tarmac', 'Sports Car', 'Car', 'Vehicle', 'Transportation', 'Tire', 'Wheel', 'Race Car', 'Car Wheel', 'Road']"
2020-06-12_16-25-33_UTC_1.jpg.json,"['Spoke', 'Machine', 'Wheel', 'Tire', 'Alloy Wheel', 'Car', 'Transportation', 'Vehicle', 'Automobile', 'Car Wheel']"
2020-06-12_16-25-33_UTC_2.jpg.json,"['Car', 'Vehicle', 'Transportation', 'Sports Car', 'Tire', 'Race Car', 'Wheel', 'Machine', 'Car Wheel', 'Spoke']"
2020-06-12_16-25-33_UTC_3.jpg.json,"['Tire', 'Car', 'Transportation', 'Wheel', 'Machine', 'Car Wheel', 'Sports Car', 'Spoke', 'Alloy Wheel', 'Race Car']"
2020-06-12_16-25-33_UTC_4.jpg.json,"['Car', 'Transportation', 'Vehicle', 'Automobile', 'Tire', 'Wheel', 'Machine', 'Car Wheel', 'Spoke', 'Alloy Wheel']"
2020-06-12_16-25-33_UTC_5.jpg.json,"['Car', 'Vehicle', 'Transportation', 'Sports Car', 'Coupe', 'Tire', 'Wheel', 'Car Wheel', 'Alloy Wheel', 'Spoke']"
2020-06-14_16-24-12_UTC.jpg.json,"['Sports Car', 'Car', 'Tire', 'Race Car', 'Person', 'Spoke', 'Machine', 'Wheel', 'Alloy Wheel', 'Car Wheel']"
2020-06-16_17-22-15_UTC.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Race Car', 'Tire', 'Spoke', 'Machine']"
2020-06-18_16-57-43_UTC_1.jpg.json,"['Clothing', 'Apparel', 'Person', 'Human', 'Shoe', 'Footwear', 'Sneaker']"
2020-06-18_16-57-43_UTC_2.jpg.json,"['Shoe', 'Clothing', 'Footwear', 'Apparel', 'Sneaker', 'Running Shoe']"
2020-06-18_16-57-43_UTC_3.jpg.json,"['Shoe', 'Clothing', 'Footwear', 'Apparel', 'Sneaker']"
2020-06-21_17-06-20_UTC_1.jpg.json,"['Car', 'Transportation', 'Tire', 'Spoke', 'Machine', 'Alloy Wheel', 'Wheel', 'Sports Car', 'Car Wheel', 'Coupe']"
2020-06-21_17-06-20_UTC_2.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Tarmac', 'Asphalt', 'Sports Car', 'Race Car', 'Road']"
2020-06-21_17-06-20_UTC_3.jpg.json,"['Spoke', 'Machine', 'Tire', 'Alloy Wheel', 'Wheel', 'Car', 'Transportation', 'Car Wheel', 'Sports Car', 'Race Car']"
2020-06-21_17-06-20_UTC_4.jpg.json,"['Car', 'Vehicle', 'Transportation', 'Tire', 'Wheel', 'Machine', 'Car Wheel', 'Spoke', 'Alloy Wheel', 'Sports Car']"
2020-06-23_16-31-06_UTC_1.jpg.json,"['Helmet', 'Clothing', 'Person', 'Car', 'Shoe', 'Sports Car', 'Tire', 'Race Car', 'Machine', 'Crash Helmet']"
2020-06-23_16-31-06_UTC_2.jpg.json,"['Car', 'Transportation', 'Vehicle', 'Automobile', 'Tire', 'Wheel', 'Machine', 'Spoke', 'Alloy Wheel', 'Car Wheel']"
2020-06-23_16-31-06_UTC_3.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Person', 'Human', 'Coupe', 'Race Car', 'Tire']"
2020-06-23_16-31-06_UTC_4.jpg.json,"['Car', 'Transportation', 'Vehicle', 'Tire', 'Spoke', 'Wheel', 'Alloy Wheel', 'Formula One', 'Sports Car', 'Car Wheel']"
2020-06-23_16-31-06_UTC_5.jpg.json,"['Tire', 'Wheel', 'Machine', 'Spoke', 'Car', 'Transportation', 'Alloy Wheel', 'Car Wheel', 'Coupe', 'Sports Car']"
2020-06-26_17-09-34_UTC.jpg.json,"['Wheel', 'Machine', 'Tire', 'Car', 'Transportation', 'Vehicle', 'Automobile', 'Car Wheel', 'Spoke', 'Alloy Wheel']"
2020-06-28_14-56-49_UTC_1.jpg.json,"['Tarmac', 'Asphalt', 'Fire Truck', 'Truck', 'Transportation', 'Vehicle', 'Spoke', 'Machine']"
2020-06-28_14-56-49_UTC_2.jpg.json,"['Car', 'Transportation', 'Vehicle', 'Automobile', 'Tire', 'Wheel', 'Machine', 'Alloy Wheel', 'Spoke', 'Car Wheel']"
2020-06-30_16-25-01_UTC_1.jpg.json,"['Sports Car', 'Car', 'Vehicle', 'Transportation', 'Automobile', 'Coupe', 'Convertible']"
2020-06-30_16-25-01_UTC_2.jpg.json,"['Alloy Wheel', 'Spoke', 'Wheel', 'Machine', 'Car', 'Vehicle', 'Tire', 'Sports Car', 'Car Wheel', 'Coupe']"
2020-06-30_16-25-01_UTC_3.jpg.json,"['Alloy Wheel', 'Wheel', 'Spoke', 'Machine', 'Tire', 'Car Wheel', 'Car', 'Transportation', 'Vehicle', 'Automobile']"
2020-06-30_16-25-01_UTC_4.jpg.json,"['Tire', 'Wheel', 'Machine', 'Car', 'Vehicle', 'Transportation', 'Spoke', 'Alloy Wheel', 'Car Wheel', 'Lawn Mower']"
2020-07-02_14-43-41_UTC_1.jpg.json,"['Helmet', 'Clothing', 'Person', 'People', 'Football Helmet', 'Team', 'Sport', 'Team Sport', 'Football', 'American Football']"
2020-07-02_14-43-41_UTC_2.jpg.json,"['Tire', 'Wheel', 'Machine', 'Spoke', 'Car', 'Transportation', 'Vehicle', 'Automobile', 'Alloy Wheel', 'Car Wheel']"
2020-07-02_14-43-41_UTC_3.jpg.json,"['Tire', 'Wheel', 'Machine', 'Car', 'Transportation', 'Vehicle', 'Automobile', 'Spoke', 'Alloy Wheel', 'Car Wheel']"
2020-07-05_15-30-09_UTC.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Race Car', 'Light', 'Tarmac', 'Asphalt']"
2020-07-07_12-17-23_UTC_1.jpg.json,"['Helmet', 'Clothing', 'Apparel', 'Crash Helmet', 'Person', 'Human', 'Car', 'Transportation', 'Vehicle', 'Automobile']"
2020-07-07_12-17-23_UTC_2.jpg.json,"['Dynamite', 'Weapon', 'Bomb', 'Weaponry', 'Box', 'Cardboard']"
2020-07-10_16-18-20_UTC.jpg.json,"['Tarmac', 'Asphalt', 'Sports Car', 'Car', 'Transportation', 'Vehicle', 'Race Car', 'Coupe', 'Wheel', 'Machine']"
2020-07-12_16-28-24_UTC.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Tarmac', 'Asphalt', 'Race Car']"
2020-07-14_16-30-21_UTC.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Sports Car', 'Formula One', 'Race Car']"
2020-07-16_16-28-25_UTC.jpg.json,"['Race Car', 'Sports Car', 'Car', 'Vehicle', 'Transportation', 'Person', 'Tire', 'Wheel', 'Alloy Wheel', 'Spoke']"
2020-07-18_17-03-28_UTC_1.jpg.json,"['Person', 'Human', 'Hat', 'Clothing', 'Apparel']"
2020-07-18_17-03-28_UTC_2.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Formula One', 'Wheel', 'Machine']"
2020-07-18_17-03-28_UTC_3.jpg.json,"['Car', 'Vehicle', 'Transportation', 'Formula One', 'Helmet', 'Clothing', 'Wheel', 'Machine', 'Person', 'Tarmac']"
2020-07-18_17-03-28_UTC_4.jpg.json,"['Car', 'Automobile', 'Transportation', 'Vehicle', 'Wheel', 'Machine', 'Formula One', 'Tire', 'Helmet', 'Clothing']"
2020-07-20_16-10-01_UTC.jpg.json,"['Car', 'Automobile', 'Transportation', 'Vehicle', 'Race Car', 'Sports Car', 'Tarmac', 'Asphalt']"
2020-07-22_16-44-41_UTC_1.jpg.json,"['Car', 'Transportation', 'Vehicle', 'Automobile', 'Tire', 'Wheel', 'Machine', 'Car Wheel', 'Spoke', 'Alloy Wheel']"
2020-07-22_16-44-41_UTC_2.jpg.json,"['Car', 'Automobile', 'Vehicle', 'Transportation', 'Tire', 'Wheel', 'Machine', 'Spoke', 'Car Wheel', 'Alloy Wheel']"
